Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Cyprus,CYP,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,98.653,96.828,95.003,93.338,91.672,90.007,88.341,86.676,85.157,83.638,82.12,80.601,79.082,77.697,76.311,74.926,73.54,72.155,70.888,69.622,68.356,67.09,65.823,64.673,63.524,62.374,61.224,60.074,59.022,57.969,56.917,55.865,54.812,53.856,52.9,51.943,50.987,50.031,49.157,48.283,47.408,46.534,45.66,44.866,44.071,43.277,42.483,41.688,40.495,39.302,38.109,36.915,35.722,35.237,34.753,34.268,
Czech Republic,CZE,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,112.213,108.802,107.869,104.523,105.743,105.81,103.84,103.831,107.224,110.157,111.564,109.129,106.659,105.336,105.824,101.871,100.293,101.267,102.421,103.618,103.501,101.39,99.241,101.172,99.664,97.087,99.281,95.853,94.8,95.522,95.007,94.748,91.171,87.493,84.578,87.479,80.032,81.502,76.819,75.274,76.188,75.774,72.61,74.299,68.786,69.68,66.391,64.748,65.293,62.793,60.311,59.491,58.306,56.71,53.392,,
Germany,DEU,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.112,76.354,73.863,73.332,71.24,70.355,69.166,66.889,64.695,64.144,63.374,62.09,61.766,60.757,58.676,57.731,56.199,55.313,54.787,54.257,53.274,52.921,51.089,51.723,,,
Djibouti,DJI,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,380.002,375.33,370.658,366.4,362.142,357.884,353.627,349.369,342.391,335.414,328.437,321.46,314.483,311.413,308.344,305.274,302.204,299.135,295.132,291.13,287.128,283.125,279.123,276.427,273.731,271.035,268.339,265.643,264.958,264.274,263.589,262.904,262.22,266.521,270.823,275.125,279.427,283.728,286.648,289.568,292.488,295.408,298.328,292.686,287.043,281.401,275.758,270.116,263.179,256.243,249.306,242.369,235.433,232.946,230.458,227.971,
Dominica,DMA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.3204446,,,,,,,,,,105,,,,,,,,,,,,,,,,
Denmark,DNK,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,106.149,102.608,100.66,104.123,98.537,102.972,101.539,102.492,102.076,103.586,104.355,105.308,103.29,102.827,101.333,101.256,104.972,98.015,99.675,100.061,105.827,103.901,100.585,101.999,102.063,104.486,103.208,103.798,101.433,101.764,101.147,95.305,94.783,94.328,92.265,93.412,87.661,87.264,80.547,82.166,78.827,78.559,75.853,71.894,73.672,69.287,68.338,69.43,67.143,64.895,62.964,59.037,57.625,54.591,51.786,,
Dominican Republic,DOM,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,261.91,254.728,247.547,241.623,235.7,229.776,223.853,217.929,215.015,212.101,209.187,206.273,203.359,202.539,201.72,200.901,200.081,199.262,197.402,195.542,193.683,191.823,189.963,186.355,182.747,179.139,175.531,171.923,169.245,166.567,163.889,161.211,158.533,156.532,154.531,152.53,150.529,148.527,146.646,144.764,142.882,141,139.118,137.428,135.737,134.046,132.356,130.665,129.108,127.55,125.992,124.435,122.877,121.797,120.716,119.635,
Algeria,DZA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,323.28,319.799,316.317,313.06,309.802,306.545,303.288,300.031,297.249,294.468,291.686,288.905,286.123,280.45,274.777,269.104,263.431,257.758,244.985,232.212,219.439,206.666,193.893,186.738,179.584,172.429,165.274,158.119,156.069,154.019,151.969,149.919,147.869,144.879,141.89,138.9,135.911,132.921,131.195,129.468,127.741,126.014,124.288,120.344,116.4,112.457,108.513,104.57,101.006,97.443,93.879,90.316,86.753,85.482,84.212,82.942,
East Asia & Pacific (excluding high income),EAP,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,380.5080764,377.9766802,375.7286568,356.5298472,337.3530844,318.2307985,299.0515387,279.8697956,266.1361706,252.3619228,238.5638465,224.7679304,211.018019,203.6051927,196.1887231,188.7597725,181.2439614,173.7039397,169.4672918,165.2525662,161.076981,156.9172912,152.7622469,149.2423684,145.7515502,142.2713574,138.7863004,135.3154428,133.7016261,132.1009702,130.5064005,128.963869,127.3917538,125.8685956,124.3499974,122.845098,121.2716469,119.7315021,117.6044217,115.4589606,113.2786474,111.0507073,108.7954506,106.7888609,104.785399,102.7995821,100.8736926,98.94808364,97.56294293,96.20514775,94.88043683,93.58619325,92.31705045,91.02556207,89.74283795,89.47516026,
Early-demographic dividend,EAR,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,398.8284833,391.510276,383.5190839,374.4581856,365.4825579,356.5964868,347.6704944,338.8246226,330.2970095,321.7908298,312.7404082,304.7854719,296.3044452,289.35599,282.4062636,275.4427126,268.4037748,261.3397218,256.2848563,251.2605055,245.8411018,241.2773536,236.3061137,232.675433,229.4748253,226.2807843,223.0518734,219.8545185,216.2439331,212.6574541,209.0208423,205.3844562,201.7399767,198.935756,196.2041374,193.5149713,190.7930195,188.0852316,186.6606758,185.2345564,183.7899097,182.2621715,180.7365007,177.6667699,174.5971092,171.5446689,168.4792204,165.4262212,161.3266876,157.2510353,153.1847765,149.1508883,145.1157323,142.6775015,140.2369653,138.0444475,
East Asia & Pacific,EAS,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,349.5752107,345.3760708,342.3118893,324.8292205,307.8499226,291.2462004,274.3427208,257.5645088,245.7579276,233.6315983,221.7526991,209.0877957,196.9320101,190.345123,183.5693394,176.7439696,169.912589,162.9768746,159.0434691,155.0915738,151.310954,147.4346631,143.6807551,140.4797058,137.2461967,134.0595002,130.7250592,127.4652062,125.9157885,124.3382384,122.7412424,121.235975,119.7370657,118.2753244,116.7966745,115.5501201,113.9602187,112.5444116,110.6392547,108.7033015,106.6819129,104.5856795,102.505686,100.6794963,98.89883006,97.07854126,95.29510267,93.48282808,92.2361324,91.00836624,89.81739798,88.88796713,87.89692504,86.68586574,85.55490024,87.65399419,
Europe & Central Asia (excluding high income),ECA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,141.9976403,139.3985268,137.9943966,135.5979752,131.6753474,131.1124453,129.9621949,129.4960738,128.3334202,129.4853974,129.0399736,127.2235076,126.7825749,125.8402639,126.2195766,127.9995594,128.4990532,128.1994782,128.8823672,129.3315657,129.3898589,127.5434129,125.220455,125.2178737,126.5091484,122.6605253,113.7369458,112.5837393,113.1588949,115.2900157,117.5347515,120.0371857,126.3391262,139.3854463,147.2017055,144.834802,138.1184512,132.7138481,128.9158786,133.5115768,135.973613,137.5753705,140.072881,141.2351057,139.0252932,138.6099477,130.6468172,126.1743518,124.3444255,118.4360119,115.5637289,111.6845821,108.0654585,105.772042,104.2595151,,
Europe & Central Asia,ECS,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,126.700898,123.9003803,123.7978767,122.2039352,118.2449109,117.7557804,116.494888,115.4766308,114.9770226,116.7785775,114.5800384,113.4861634,112.5317986,111.4175694,110.6770486,111.1632144,111.0766897,109.6434113,109.7390396,109.432873,108.7923694,106.824716,104.7565784,104.7838642,104.3983888,102.1860503,97.13138826,95.93272271,95.50402767,96.30866724,94.95799132,95.78357196,97.70457557,103.3782716,106.1806503,104.7432118,100.7823512,97.53174807,95.19494821,96.93132756,97.57556507,97.74592697,98.33058279,98.52959302,96.36836161,95.81314995,91.51933438,89.10691579,88.0062097,84.79763279,82.61626189,80.31759602,77.96004666,80.30390379,83.05349043,,
Ecuador,ECU,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,270.393,262.054,253.714,250.074,246.434,242.793,239.153,235.513,231.765,228.017,224.27,220.522,216.774,211.029,205.285,199.54,193.795,188.05,182.457,176.864,171.271,165.677,160.084,155.555,151.026,146.497,141.968,137.44,134.877,132.314,129.75,127.187,124.624,123.823,123.022,122.221,121.42,120.619,118.773,116.926,115.08,113.234,111.388,108.771,106.154,103.537,100.92,98.303,96.592,94.881,93.17,91.459,89.748,88.501,87.255,86.008,
"Egypt, Arab Rep.",EGY,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,183.909,182.197,180.485,178.777,177.07,175.362,173.655,171.947,170.468,168.99,167.511,166.032,164.553,163.281,162.009,160.737,159.464,158.192,157.022,155.851,154.681,153.511,152.34,151.224,150.108,148.992,147.876,146.759,145.725,144.69,143.655,142.621,141.586,140.744,139.901,139.059,138.216,137.374,136.577,135.78,134.983,134.186,133.389,132.622,131.856,131.089,130.322,129.555,127.104,124.653,122.203,119.752,117.301,115.175,113.049,110.922,
Euro area,EMU,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,112.8958118,108.5632304,110.3122874,109.6108589,105.1983931,104.5165477,102.8844337,101.8753176,101.3080996,103.4341927,98.6289961,97.83159035,96.08667956,94.75122393,92.17931327,91.26193988,89.79627332,86.70929203,85.04975291,83.53617288,81.62041981,79.68259927,77.53297925,78.17389154,75.35257397,74.25430428,73.24421446,71.62552898,70.28769251,69.5059726,70.64651581,70.10819488,68.43642203,68.53972712,67.40606892,66.49997517,65.12012481,63.04516982,61.89295388,60.95041895,60.06226917,59.39960917,58.61926332,57.99825876,55.76009872,54.85536637,53.51449824,52.76279533,52.5053567,51.72348921,50.23050774,49.89219815,48.43133241,49.88792588,,,
Eritrea,ERI,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,554.849,553.163,551.477,549.804,548.131,546.458,544.785,543.112,541.454,539.795,538.136,536.478,534.819,533.175,531.531,529.887,528.243,526.598,524.969,523.34,521.711,520.082,518.453,509.986,501.52,493.053,484.586,476.119,464.764,453.41,442.055,430.7,419.346,406.79,394.234,381.678,369.123,356.567,349.193,341.82,334.446,327.073,319.699,311.923,304.146,296.37,288.593,280.816,272.277,263.737,255.197,246.657,238.117,232.967,227.817,222.667,
Spain,ESP,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,113.62,109.347,111.695,109.093,104.054,100.456,99.04,98.057,95.715,100.598,92.181,95.224,88.85,88.807,85.6,83.419,81.768,76.806,75.072,72.863,68.98,66.55,63.833,64.545,61.97,61.17,61.446,61.961,61.563,60.035,59.537,59.327,57.025,56.092,55.424,54.533,53.847,50.391,48.766,48.681,47.574,47.286,46.473,47.573,45.38,44.351,43.191,43.09,43.4,42.163,40.92,41.057,39.422,39.33,38.479,,
Estonia,EST,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,111.086,112.99,110.671,109.563,104.989,100.91,106.476,96.723,105.553,104.423,105.295,104.141,109.163,105.331,102.557,105.485,108.533,114.855,112.167,118.502,112.736,117.624,111.852,110.457,115.989,113.74,101.535,96.542,100.912,113.356,106.789,114.492,111.721,127.061,156.193,132.025,116.1,114.216,121.553,115.256,118.091,121.686,110.625,107.133,99.467,99.351,96.049,92.339,84.786,77.511,67.783,70.925,67.879,67.076,,,
Ethiopia,ETH,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,438.492,430.608,422.723,418.241,413.758,409.276,404.793,400.311,397.391,394.471,391.55,388.63,385.71,384.148,382.585,381.023,379.46,377.898,379.607,381.317,383.027,384.736,386.446,381.237,376.028,370.819,365.61,360.401,358.818,357.234,355.651,354.068,352.484,354.871,357.258,359.644,362.031,364.417,364.79,365.164,365.537,365.911,366.284,350.161,334.037,317.914,301.791,285.668,271.706,257.745,243.784,229.822,215.861,209.408,202.954,196.501,
European Union,EUU,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,114.9516692,111.6455374,112.3154647,111.3905435,107.5272388,107.075804,105.6969544,104.2797323,104.1101805,106.2586212,102.4794986,101.9106895,100.4075877,99.13704165,97.42693645,96.62916744,96.02652853,93.60055829,93.09989873,92.02763028,90.79159057,88.77492799,87.07004306,87.19303173,85.35722304,84.75145299,83.52436296,82.32613658,80.93175328,80.34824261,78.95483843,78.35699339,76.78051721,76.36042037,75.13336716,74.49418476,72.79502024,71.37244921,69.91619108,69.03648779,67.86753664,66.65875442,65.48730656,64.74408434,62.58831327,61.75940687,60.47097212,59.63177562,58.98460488,57.85064322,56.04842178,54.81781477,53.36306818,54.79240681,,,
Fragile and conflict affected situations,FCS,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,427.0955539,422.1897357,417.4216006,411.2433635,405.0354137,398.7387834,392.3273622,385.8379712,380.1294738,374.448277,368.8257413,363.155157,357.5214668,352.3744109,347.2716702,342.2072136,337.1174457,332.0901287,327.1542526,322.1518501,317.0519312,311.6917992,306.2388196,302.2753728,298.3992606,294.6515408,291.0193495,287.5178858,286.368695,285.2931447,283.3200905,282.0662295,280.7968494,281.7687541,282.7821871,283.8437585,284.7837392,285.7549934,284.1659289,282.6367037,281.1448341,279.6721843,278.1935446,273.5404461,268.9271574,264.3484794,259.7217437,255.1285535,249.954797,244.8955767,239.9579553,235.2761297,230.6497115,227.0477498,223.4161923,219.7277662,
Finland,FIN,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,117.059,118.112,118.183,115.179,111.877,109.051,107.793,104.017,104.877,107.592,99.604,98.025,93.689,88.633,91.541,90.583,89.096,81.111,78.611,79.317,73.842,71.354,70.311,74.81,67.176,68.267,71.04,71.556,71.074,70.467,70.246,68.262,68.043,66.578,62.962,65.104,60.834,62.862,62.149,61.16,63,59.753,60.642,57.86,60.99,63.051,57.252,56.768,56.723,55.821,53.644,50.963,50.57,,,,
Fiji,FJI,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,261.886,259.188,256.49,253.99,251.49,248.989,246.489,243.989,241.67,239.351,237.032,234.713,232.395,229.989,227.583,225.178,222.772,220.366,218.068,215.769,213.47,211.172,208.873,206.758,204.644,202.529,200.414,198.3,196.35,194.401,192.452,190.503,188.553,186.752,184.952,183.151,181.35,179.549,177.882,176.214,174.547,172.879,171.212,168.219,165.225,162.232,159.238,156.245,153.668,151.091,148.514,145.938,143.361,141.148,138.935,136.722,
France,FRA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,115.043,109.048,111.574,112.315,107.144,108.67,105.696,105.234,104.031,105.98,100.879,100.776,100.094,96.878,95.334,94.223,92.638,88.685,87.914,86.49,84.92,82.415,80.784,80.956,77.996,76.67,75.087,72.869,71.995,70.849,69.001,68.18,67.597,68.114,66.516,65.901,65.39,63.349,62.716,62.132,60.836,61.109,60.674,60.047,57.929,56.774,56.175,54.805,55.012,55.351,53.63,52.543,51.591,50.555,49.408,,
Faroe Islands,FRO,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,273.844,269.66,265.476,261.294,257.112,252.93,248.748,244.566,240.192,235.819,231.446,227.073,222.7,218.349,213.998,209.648,205.297,200.947,199.799,198.651,197.503,196.355,195.207,194.029,192.852,191.674,190.497,189.319,188.153,186.987,185.821,184.655,183.489,182.314,181.139,179.964,178.789,177.615,176.347,175.079,173.811,172.543,171.275,169.333,167.391,165.449,163.506,161.564,159.974,158.384,156.794,155.204,153.614,151.695,149.776,147.858,
Gabon,GAB,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,424.216,420.901,417.586,408.783,399.979,391.176,382.373,373.57,365.619,357.669,349.718,341.768,333.817,326.173,318.528,310.884,303.24,295.595,287.858,280.121,272.384,264.647,256.91,250.625,244.339,238.054,231.768,225.482,226.845,228.208,229.571,230.934,232.296,240.437,248.578,256.719,264.859,273,284.182,295.364,306.547,317.729,328.911,326.701,324.491,322.281,320.071,317.861,306.977,296.094,285.21,274.327,263.443,254.923,246.403,237.883,
United Kingdom,GBR,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,109.368,110.905,110.505,111.369,107.735,108.28,108.55,104.591,106.313,109.391,106.888,105.399,107.627,105.536,104.67,102.727,103.053,99.991,101.766,100.477,96.543,94.273,92.503,90.357,88.451,87.061,84.44,83.533,81.79,80.434,78.142,75.87,74.181,74.285,72.024,72.535,71.265,69.816,69.202,68.298,67.549,65.796,64.883,64.56,62.104,61.571,60.973,59.915,60.078,58.111,57.424,55.723,54.353,53.89,,,
Georgia,GEO,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,145.739,141.026,136.314,132.593,128.873,125.152,121.431,117.711,115.344,112.976,110.609,108.242,105.874,103.148,100.422,97.696,94.97,92.244,92.628,93.012,93.396,93.78,94.164,92.857,91.55,90.243,88.935,87.628,86.914,86.201,85.487,84.773,84.06,83.561,83.062,82.563,82.064,81.565,79.87,78.176,76.481,74.787,73.093,72.315,71.536,70.758,69.98,69.202,68.516,67.83,67.144,66.458,65.773,65.067,64.361,63.655,
Ghana,GHA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,368.978,363.868,358.757,355.155,351.554,347.953,344.351,340.75,336.667,332.584,328.501,324.418,320.334,317.304,314.273,311.242,308.211,305.18,302.511,299.842,297.172,294.503,291.833,287.759,283.684,279.609,275.535,271.46,266.403,261.346,256.289,251.233,246.176,252.555,258.934,265.314,271.693,278.072,278.695,279.318,279.94,280.563,281.185,274.368,267.551,260.733,253.916,247.098,244.817,242.536,240.256,237.975,235.694,233.369,231.044,228.72,
Gibraltar,GIB,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,475.304,471.974,468.645,465.973,463.3,460.628,457.956,455.283,451.109,446.935,442.761,438.587,434.413,428.214,422.015,415.817,409.618,403.42,394.726,386.032,377.338,368.644,359.95,345.037,330.123,315.209,300.295,285.382,279.257,273.131,267.006,260.881,254.756,262.305,269.853,277.402,284.95,292.499,300.444,308.39,316.336,324.282,332.228,322.433,312.639,302.844,293.049,283.255,280.57,277.886,275.201,272.517,269.832,265.16,260.487,255.815,
"Gambia, The",GMB,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,514.094,510.903,507.712,503.211,498.711,494.21,489.709,485.209,473.63,462.052,450.473,438.895,427.317,416.873,406.429,395.985,385.541,375.097,365.878,356.66,347.442,338.224,329.006,322.24,315.474,308.709,301.943,295.178,294.307,293.437,292.566,291.695,290.825,288.788,286.751,284.714,282.677,280.64,278.789,276.938,275.087,273.236,271.385,268.231,265.076,261.922,258.767,255.613,253.09,250.568,248.045,245.523,243,240.177,237.353,234.529,
Guinea-Bissau,GNB,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,439.917,435.596,431.275,425.816,420.358,414.899,409.44,403.981,398.485,392.988,387.491,381.994,376.497,371.767,367.038,362.308,357.578,352.848,346.482,340.115,333.749,327.383,321.016,316.655,312.293,307.931,303.57,299.208,294.661,290.113,285.565,281.018,276.47,277.102,277.734,278.366,278.998,279.63,283.623,287.617,291.61,295.603,299.596,294.828,290.06,285.292,280.525,275.757,271.981,268.206,264.43,260.655,256.879,254.453,252.027,249.601,
Equatorial Guinea,GNQ,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,458.258,454.844,451.431,448.043,444.655,441.267,437.879,434.491,431.16,427.83,424.499,421.168,417.837,414.509,411.181,407.853,404.525,401.197,393.776,386.354,378.933,371.511,364.09,360.943,357.796,354.648,351.501,348.354,344.789,341.225,337.66,334.096,330.531,328.311,326.092,323.873,321.653,319.434,320.771,322.109,323.446,324.784,326.122,324.227,322.333,320.439,318.545,316.651,310.697,304.744,298.79,292.837,286.883,286.213,285.542,284.872,
Greece,GRC,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,128.122,123,117.878,116.385,114.893,113.4,111.908,110.415,108.893,107.37,105.848,104.325,102.803,101.276,99.749,98.221,96.694,95.167,92.209,89.251,86.292,83.334,80.376,78.877,77.377,75.878,74.379,72.88,69.165,65.45,61.736,58.021,54.306,53.781,53.256,52.731,52.206,51.681,50.827,49.974,49.12,48.266,47.412,47.024,46.636,46.249,45.861,45.473,45.576,45.679,45.783,45.886,45.989,45.349,44.709,44.069,
Grenada,GRD,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,201.456,199.173,196.889,194.791,192.692,190.593,188.494,186.395,184.461,182.526,180.592,178.658,176.723,174.935,173.147,171.36,169.572,167.784,166.127,164.471,162.814,161.158,159.502,157.969,156.436,154.903,153.37,151.837,150.414,148.992,147.569,146.146,144.723,143.395,142.068,140.74,139.412,138.084,135.676,133.269,130.861,128.453,126.045,123.611,121.176,118.742,116.308,113.874,111.289,108.705,106.121,103.537,100.953,99.722,98.492,97.261,
Greenland,GRL,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.5806684,202.6804124,185.5680655,179.5656164,,,,,,,,,,,,,,,
Guatemala,GTM,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,377.681,367.958,358.235,350.24,342.245,334.25,326.255,318.26,309.962,301.664,293.366,285.068,276.77,272.717,268.665,264.612,260.559,256.506,252.661,248.816,244.97,241.125,237.28,232.563,227.845,223.128,218.41,213.693,209.204,204.714,200.225,195.735,191.246,186.086,180.927,175.768,170.609,165.449,161.317,157.184,153.051,148.918,144.785,143.454,142.123,140.792,139.461,138.13,136.9,135.669,134.439,133.209,131.978,130.326,128.674,127.021,
Guam,GUM,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,218.225,213.042,207.859,202.901,197.944,192.986,188.028,183.071,178.512,173.953,169.393,164.834,160.275,156.435,152.595,148.754,144.914,141.074,137.756,134.438,131.121,127.803,124.485,121.648,118.811,115.974,113.136,110.299,107.889,105.479,103.07,100.66,98.25,95.421,92.593,89.765,86.936,84.108,81.09,78.072,75.054,72.036,69.017,66.565,64.112,61.659,59.206,56.753,55.329,53.905,52.48,51.056,49.632,48.433,47.235,46.036,
Guyana,GUY,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,233.538,231.813,230.088,228.466,226.843,225.22,223.597,221.975,220.275,218.575,216.875,215.175,213.475,210.913,208.352,205.791,203.229,200.668,198.397,196.127,193.856,191.586,189.315,186.781,184.247,181.713,179.178,176.644,176.605,176.566,176.526,176.487,176.448,176.41,176.373,176.335,176.297,176.26,176.222,176.185,176.147,176.11,176.072,176.035,175.997,175.96,175.922,175.885,175.847,175.81,175.772,175.735,175.697,174.11,172.524,170.937,
High income,HIC,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,132.0581283,128.2252356,128.3317096,126.7669565,123.4508132,122.3885756,120.6480584,118.5698368,118.7654691,118.5688344,116.0707958,113.5298398,111.6144732,109.9153429,106.6057051,104.1381779,101.9708287,99.20319553,97.65942753,95.35856651,94.17404151,92.00879524,89.61823233,88.81830634,86.96758226,85.99507343,84.33509025,83.01154619,81.83001403,80.4674326,78.693501,77.91620222,76.25490218,75.85665935,74.68071425,74.26099378,72.22470648,70.65872376,69.38283604,68.81390277,67.85573072,67.15583126,66.2817411,65.61718134,63.9108268,63.35842217,62.46855586,61.35116876,60.80358277,60.27528409,58.79271593,59.06596408,58.16411811,59.1854951,59.96087992,,
"Hong Kong SAR, China",HKG,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,138.769,134.393,130.018,126.919,123.82,120.721,117.622,114.523,111.776,109.028,106.281,103.534,100.787,98.356,95.925,93.494,91.063,88.632,86.485,84.337,82.19,80.042,77.895,76,74.105,72.211,70.316,68.422,66.752,65.083,63.413,61.743,60.074,58.604,57.134,55.665,54.195,52.725,50.871,49.017,47.163,45.309,43.456,42.658,41.861,41.063,40.266,39.468,38.286,37.103,35.921,34.739,33.556,32.901,32.245,31.589,
Honduras,HND,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,353.573,345.742,337.911,331.99,326.069,320.148,314.227,308.306,302.632,296.958,291.284,285.61,279.935,274.49,269.045,263.6,258.155,252.71,246.286,239.862,233.438,227.014,220.591,214.024,207.457,200.89,194.324,187.757,183.986,180.215,176.444,172.673,168.901,165.047,161.193,157.339,153.485,149.631,147.723,145.816,143.908,142,140.092,138.472,136.852,135.232,133.612,131.992,130.425,128.859,127.292,125.725,124.158,122.848,121.537,120.227,
Heavily indebted poor countries (HIPC),HPC,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,430.4869411,425.6935876,420.9206144,416.7068246,412.5083013,408.3195291,404.0918186,399.8805131,395.2805512,390.6989784,386.1334277,381.5264581,376.9322202,372.5301128,368.1394166,363.7557604,359.346448,354.9438503,351.786142,348.5963961,345.3734709,342.0486037,338.7229729,336.4940274,334.3438403,332.2866751,330.2985219,328.4161387,330.884107,333.4164029,335.9092726,338.0810616,339.9896709,341.6584038,343.5182291,345.5607582,347.7149258,349.9231157,348.8216742,347.7435087,346.6621291,345.48468,344.284058,334.838354,325.4270436,316.0520959,306.7090545,297.3780764,288.8898514,280.4020852,271.9131419,263.4085051,254.900798,249.8718852,244.8400606,239.8030709,
Croatia,HRV,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,155.916,153.09,150.263,146.958,143.652,140.347,137.041,133.736,130.254,126.773,123.291,119.809,116.328,113.403,110.478,107.554,104.629,101.704,101.298,100.891,100.484,100.077,99.67,98.228,96.786,95.344,93.902,92.46,90.739,89.019,87.298,85.577,83.856,81.539,79.222,76.905,74.588,72.271,71.831,71.391,70.95,70.51,70.07,68.547,67.024,65.5,63.977,62.454,61.645,60.835,60.026,59.217,58.408,57.649,56.891,56.132,
Haiti,HTI,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,408.584,405.343,402.102,399.017,395.931,392.845,389.759,386.673,383.672,380.671,377.669,374.668,371.667,365.228,358.789,352.35,345.911,339.472,335.423,331.374,327.325,323.275,319.226,316.503,313.779,311.056,308.333,305.609,302.626,299.642,296.659,293.675,290.692,287.863,285.033,282.204,279.375,276.545,275.687,274.83,273.972,273.114,272.256,266.821,261.387,255.952,250.518,245.083,240.4,235.718,231.035,226.352,221.669,218.405,215.141,211.877,
Hungary,HUN,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,125.332,119.593,123.801,117.235,111.798,114.422,110.213,109.25,111.516,114.619,112.845,116.76,114.641,115.559,116.486,117.411,122.357,119.251,123.541,125.117,129.805,133.084,128.409,133.095,131.666,133.76,132.212,129.281,126.996,133.852,132.695,131.846,136.803,138.983,132.978,130.658,120.768,121.555,121.941,121.146,114.535,110.923,110.157,110.83,107.684,107.444,103.779,106.484,100.409,98.966,94.864,92.959,89.375,85.736,83.873,,
