Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Cyprus,CYP,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,167.477,164.88,162.283,159.883,157.482,155.082,152.682,150.282,148.059,145.836,143.613,141.39,139.167,137.109,135.052,132.995,130.938,128.881,126.976,125.071,123.165,121.26,119.355,117.596,115.837,114.078,112.32,110.561,108.934,107.307,105.68,104.054,102.427,100.92,99.414,97.907,96.4,94.894,93.503,92.112,90.721,89.329,87.938,86.655,85.371,84.087,82.803,81.52,79.919,78.317,76.716,75.115,73.514,71.95,70.387,68.823,
Czech Republic,CZE,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,200.636,193.625,201.65,199.981,196.657,199.071,197.263,202.789,212.491,223.271,225.304,221.317,214.098,216.591,215.091,213.021,214.474,216.262,220.428,219.658,229.172,223.623,218.593,226.952,224.757,222.953,222.697,217.832,216.199,215.409,230.704,217.452,215.192,202.925,200.707,195.103,190.235,188.824,179.571,176.406,172.744,167.709,165.066,166.393,160.059,154.668,146.832,145.893,143.581,138.809,135.5,131.7,125.767,120.816,114.641,,
Germany,DEU,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.115,157.725,153.3,150.306,147.841,144.276,140.484,135.188,129.381,126.832,125.466,121.879,120.792,119.388,114.009,111.848,108.875,106.207,104.421,103.615,101.932,98.669,95.528,94.654,,,
Djibouti,DJI,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,433.831,428.844,423.857,419.38,414.904,410.428,405.951,401.475,394.97,388.466,381.961,375.456,368.952,365.748,362.545,359.341,356.138,352.935,348.678,344.422,340.165,335.909,331.653,328.79,325.927,323.064,320.201,317.337,317.824,318.311,318.797,319.284,319.77,324.504,329.237,333.971,338.704,343.437,344.377,345.316,346.256,347.195,348.135,341.681,335.228,328.775,322.321,315.868,308.973,302.078,295.183,288.287,281.392,279.092,276.791,274.491,
Dominica,DMA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.1768534,,,,,,,,,,183,,,,,,,,,,,,,,,,
Denmark,DNK,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,150.648,150.996,156.897,155.858,156.645,158.761,156.568,157.047,153.083,154.359,158.52,160.316,161.403,163.153,164.712,159.805,166.882,159.768,159.598,166.875,166.599,165.818,164.417,164.767,161.538,162.232,161.73,162.53,156.808,159.477,155.27,150.575,147.299,146.091,145.696,142.262,141.157,133.343,128.899,127.696,125.852,123.978,124.134,118.098,121.313,111.163,115.752,115.815,107.398,106.664,104.779,97.115,92.592,90.096,86.701,,
Dominican Republic,DOM,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,303.347,295.248,287.149,280.464,273.778,267.093,260.407,253.721,251.445,249.169,246.893,244.616,242.34,242.235,242.129,242.023,241.917,241.812,241.438,241.064,240.69,240.316,239.942,239.158,238.374,237.591,236.807,236.023,235.603,235.184,234.764,234.344,233.924,233.677,233.431,233.184,232.937,232.69,232.133,231.577,231.02,230.463,229.907,227.735,225.564,223.393,221.222,219.051,216.989,214.927,212.865,210.803,208.741,207.073,205.406,203.738,
Algeria,DZA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,373.132,369.759,366.386,363.196,360.006,356.817,353.627,350.437,347.537,344.637,341.736,338.836,335.936,329.976,324.015,318.055,312.095,306.134,294.309,282.484,270.659,258.834,247.009,238.67,230.332,221.993,213.655,205.317,203.382,201.446,199.511,197.576,195.641,191.266,186.89,182.515,178.14,173.764,171.341,168.918,166.494,164.071,161.647,159.19,156.733,154.275,151.818,149.361,147.062,144.763,142.464,140.165,137.866,136.364,134.862,133.361,
East Asia & Pacific (excluding high income),EAP,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,474.3828707,471.0076684,468.0261512,438.9813296,409.9763733,381.050659,352.0880295,323.107118,310.676695,298.2130299,285.7438429,273.2943037,260.9115479,251.4874015,242.0571177,232.5966365,222.9996902,213.3409498,209.4136834,205.5387144,201.7451524,198.0062646,194.2775689,190.9777628,187.7235115,184.4908993,181.266847,178.071747,177.4087868,176.7598019,176.1000235,175.5113667,174.8697374,174.053939,173.2515078,172.4840232,171.618482,170.8159324,166.9027149,162.9761619,158.9924259,154.9598175,150.8775058,149.2374097,147.6091596,146.0193192,144.5482097,143.0842933,141.5979729,140.148548,138.7377828,137.3509066,135.994146,134.3375564,132.6916505,128.6657654,
Early-demographic dividend,EAR,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,413.3929044,406.2916694,398.5374995,390.6488374,382.8326654,375.0992869,367.359956,359.6864383,352.9900674,346.3037041,339.1314303,332.9306257,326.2583676,321.761435,317.2382032,312.6708756,307.9847483,303.2243487,300.6471532,298.1375258,295.3079769,293.3286302,290.9711454,287.2183965,283.8561085,280.4983711,277.1165381,273.7426201,270.2607708,266.753962,263.1797511,259.649421,256.1079298,253.8231917,251.5917736,249.3945546,247.1370685,244.9015149,243.5149676,242.0863017,240.6680276,239.1800711,237.7204895,235.1633338,232.6226084,230.089457,227.5877784,225.0797595,222.3186777,219.578146,216.8760062,214.1427239,211.4042711,208.7531175,206.1008599,203.7818087,
East Asia & Pacific,EAS,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,443.2577436,438.4768044,434.8718777,408.7980141,383.4079282,358.2691282,332.9655483,307.6173026,296.8395243,285.8980333,275.0969086,263.3930814,252.2806779,243.8006591,235.0851252,226.4065192,217.6994836,208.8577129,205.0763573,201.3337311,197.7750394,194.186193,190.6183748,187.7330367,184.4158575,181.0863168,177.8126882,174.4897443,173.6378165,172.6208218,171.7221274,170.8680658,170.1071643,169.0760315,167.9595416,167.1993912,166.0255895,165.0893236,161.6332544,158.0405004,154.0795481,150.1731216,146.2423098,144.7135374,142.9127387,141.3786934,139.7368347,138.1978156,136.7055489,135.3288957,133.9225007,132.6649566,131.6060353,129.9498117,128.3581634,127.1880535,
Europe & Central Asia (excluding high income),ECA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,266.1400791,263.4450928,261.7967373,258.1843992,252.1666556,257.0076849,258.2208049,261.3364792,265.0712094,272.648797,274.1481163,274.5880702,272.7733798,272.3451331,274.7695273,282.464376,284.5666393,290.6578696,293.0503533,297.7104639,299.4923985,296.701674,292.3792999,292.2741548,296.4438942,281.021237,254.5621658,254.4084554,257.9440987,269.0647126,277.5788808,284.7370726,306.09384,339.8752397,360.0273077,356.7586325,340.352673,324.1985489,316.043722,328.1736185,337.5047812,338.4302194,341.1884866,342.2977969,338.4220969,338.2813642,319.4058446,308.1997578,302.9088721,284.5305066,277.4662126,267.8757205,258.5318746,252.5796473,245.3491584,,
Europe & Central Asia,ECS,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,225.4552648,223.3609263,224.5223091,223.1814043,217.3698293,220.1494349,219.5658445,221.2411776,223.5038475,229.73203,228.0120908,229.3101513,227.5300024,227.2273967,227.6524189,232.1651093,233.9822827,235.9551171,237.4633616,239.4407388,240.1491688,236.6502413,232.8480497,233.2532538,234.2943065,226.1881487,211.7198647,210.2336206,210.8277424,216.6422328,214.5037972,217.8350972,225.3362379,238.5675308,246.0786316,243.6741413,233.8236906,224.2545064,219.1604137,223.6213933,225.710121,224.6508886,224.5806266,223.8632202,219.8056539,218.8611094,209.4585639,203.3410885,199.6989942,189.9245618,185.1495743,178.570186,172.8794774,179.3891657,188.5761636,,
Ecuador,ECU,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,296.714,288.06,279.405,276.968,274.531,272.094,269.657,267.22,264.745,262.27,259.796,257.321,254.846,251.458,248.071,244.683,241.295,237.907,234.422,230.937,227.453,223.968,220.483,217.785,215.087,212.389,209.692,206.994,206.128,205.262,204.397,203.531,202.665,203.044,203.423,203.802,204.181,204.56,203.364,202.169,200.974,199.778,198.583,195.346,192.109,188.871,185.634,182.397,179.733,177.069,174.406,171.742,169.078,166.448,163.818,161.188,
"Egypt, Arab Rep.",EGY,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,286.692,284.744,282.796,280.818,278.841,276.863,274.885,272.908,271.004,269.1,267.196,265.293,263.389,261.405,259.421,257.437,255.452,253.468,251.536,249.603,247.671,245.738,243.806,242.088,240.371,238.654,236.936,235.219,233.762,232.305,230.848,229.392,227.935,226.462,224.99,223.518,222.045,220.573,219.323,218.073,216.823,215.572,214.322,212.569,210.815,209.061,207.308,205.554,203.137,200.72,198.303,195.886,193.47,191.408,189.346,187.284,
Euro area,EMU,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,197.2435673,194.3387936,198.4538382,199.2009796,192.7887514,194.4459382,191.0727388,191.4646504,191.1916177,196.1220556,188.4614823,190.5295228,188.4772633,186.6272476,185.1184547,186.3629561,186.2926238,182.5830937,181.0535176,179.6816497,177.2657569,174.3479761,170.6105956,171.3865822,168.1966789,165.6035083,161.0964245,157.8443516,155.7741449,155.4611853,155.3335998,155.2420995,152.0495681,150.3925085,148.4285008,145.9979538,141.5830674,135.982869,132.626532,130.4818578,127.9503999,126.0338524,123.8748951,121.6724223,116.2482251,114.5226852,111.8324771,109.3981216,107.1130362,104.1772326,101.440798,98.46246426,95.80108757,99.45276487,,,
Eritrea,ERI,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,636.297,634.627,632.957,631.292,629.627,627.963,626.298,624.633,622.975,621.317,619.658,618,616.342,614.691,613.04,611.388,609.737,608.086,606.443,604.8,603.156,601.513,599.87,592.667,585.464,578.262,571.059,563.857,553.243,542.63,532.016,521.403,510.79,498.328,485.867,473.406,460.945,448.484,439.875,431.267,422.659,414.05,405.442,397.572,389.702,381.832,373.961,366.091,354.218,342.345,330.472,318.599,306.726,301.062,295.398,289.734,
Spain,ESP,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,178.027,172.248,175.942,176.052,170.805,167.72,168.563,167.107,163.371,172.415,164.644,170.392,158.733,162.627,160.767,158.867,157.231,153.31,152.827,150.091,144.958,143.082,138.095,139.043,139.772,141.281,138.188,138.525,142.058,144.95,144.788,146.285,143.317,139.806,137.478,137.853,135.691,125.764,121.218,121.931,118.439,116.368,114.675,113.887,109.524,107.374,103.258,100.671,96.707,92.178,89.007,85.837,83.173,79.507,77.477,,
Estonia,EST,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,244.74,239.291,235.883,244.926,235.56,231.59,234.199,242.846,246.602,259.215,256.378,260.267,271.538,258.251,261.702,280.781,286.992,283.746,303.174,310.46,303.076,307.579,297.998,306.596,305.934,295.593,260.986,262.326,266.368,271.699,300.042,316.479,323.354,363.295,412.791,390.36,332.151,329.727,342.971,317.846,308.072,325.407,312.899,292.332,288.868,274.266,272.639,277.065,243.578,229.371,203.142,203.858,198.433,169.478,,,
Ethiopia,ETH,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,499.054,491.368,483.682,478.962,474.242,469.523,464.803,460.083,456.832,453.581,450.33,447.079,443.828,442.125,440.422,438.719,437.015,435.312,436.97,438.629,440.287,441.945,443.603,438.296,432.988,427.68,422.372,417.064,415.954,414.844,413.734,412.624,411.514,412.38,413.245,414.111,414.976,415.842,413.518,411.194,408.87,406.546,404.222,388.956,373.691,358.426,343.16,327.895,315.735,303.575,291.415,279.255,267.095,261.199,255.302,249.406,
European Union,EUU,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,193.9154064,191.7851863,194.5651273,194.75598,189.4223836,190.3543754,188.3370041,188.8548114,189.2315135,193.6769431,188.710788,190.5244373,188.4508778,187.9749723,186.694335,188.2905463,189.6358797,188.040267,188.6263481,188.2857049,188.038888,184.1325972,181.2960431,182.5464899,181.0287333,179.9512276,176.8172261,174.0458906,172.1453409,173.0702203,170.7545211,171.0846726,168.4526019,166.1595441,164.1131062,162.4634901,157.8018304,153.5512527,150.329805,147.9957749,143.7650907,140.9242781,138.3250425,135.9745927,131.6354907,129.8302841,127.7634166,125.3739048,122.6465451,119.2542262,115.7991041,111.0704437,107.8754624,111.5225377,,,
Fragile and conflict affected situations,FCS,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,483.6344796,478.0342456,472.5782489,465.6514882,458.7125867,451.7086651,444.6173137,437.4718718,431.5393471,425.6623983,419.8696866,414.0426126,408.2675759,403.3117697,398.4221438,393.5931927,388.7784979,384.0470299,382.484587,380.8646165,379.1668097,377.1946023,375.1570639,369.0804409,363.0827121,357.2066582,351.4615904,345.8506773,344.1914776,342.6009808,339.9605559,338.1304876,336.2471959,336.1338904,336.0624467,336.0515676,335.9858318,335.9645119,334.2465955,332.567508,330.8850044,329.1306279,327.317817,322.8030624,318.3538623,313.9822915,309.6301029,305.3397019,301.3145651,297.3913184,293.5085137,289.6124268,285.5393818,281.5852745,277.6718214,273.8124522,
Finland,FIN,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,254.022,255.167,262.454,261.757,258.508,265.174,257.084,257.357,259.512,266.881,254.052,263.41,250.972,244.615,248.913,234.771,235.952,233.739,221.432,216.397,204.146,203.756,195.358,188.582,187.789,189.028,189.044,182.931,188.025,184.275,182.93,175.437,168.722,162.765,154.653,156.221,153.757,150.974,148.686,145.418,143.868,137.62,133.481,134.804,136.354,137.949,132.287,133.359,129.187,123.833,120.376,115.067,107.455,,,,
Fiji,FJI,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,316.129,312.963,309.797,306.851,303.905,300.96,298.014,295.068,292.327,289.585,286.844,284.102,281.361,279.059,276.758,274.457,272.155,269.854,269.419,268.984,268.549,268.114,267.679,267.352,267.026,266.7,266.373,266.047,265.821,265.596,265.371,265.146,264.921,264.79,264.659,264.529,264.398,264.268,264.226,264.183,264.141,264.099,264.057,261.967,259.877,257.787,255.697,253.607,250.767,247.927,245.086,242.246,239.406,237.517,235.627,233.737,
France,FRA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,216.849,214.133,219.187,222.11,211.86,217.586,212.519,213.393,212.635,217.473,204.202,208.251,208.826,205.605,203.948,203.582,207.095,200.921,198.174,199.076,195.934,192.736,191.598,190.277,187.47,185.069,181.814,175.002,172.517,171.29,167.612,165.855,163.613,162.322,159.798,156.329,152.083,146.035,143.122,141.196,138.397,138.43,136.778,134.939,126.867,126.63,123.292,120.74,118.229,118.367,115.614,112.561,109.125,105.408,100.535,,
Faroe Islands,FRO,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,304.969,300.409,295.85,291.275,286.7,282.125,277.551,272.976,268.199,263.423,258.646,253.87,249.094,244.354,239.615,234.876,230.137,225.397,224.112,222.827,221.542,220.257,218.971,217.644,216.316,214.989,213.661,212.333,211.016,209.699,208.382,207.065,205.748,204.422,203.095,201.769,200.443,199.116,198.116,197.115,196.114,195.114,194.113,192.574,191.034,189.495,187.955,186.416,185.343,184.271,183.199,182.127,181.055,179.748,178.442,177.136,
Gabon,GAB,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,486.382,482.955,479.528,470.193,460.857,451.522,442.187,432.851,424.433,416.015,407.596,399.178,390.76,382.686,374.613,366.539,358.466,350.393,342.179,333.966,325.753,317.539,309.326,302.185,295.044,287.903,280.762,273.621,273.222,272.823,272.424,272.025,271.626,274.799,277.972,281.145,284.319,287.492,290.937,294.382,297.827,301.272,304.717,298.069,291.42,284.772,278.124,271.476,268.103,264.73,261.357,257.984,254.611,249.72,244.829,239.938,
United Kingdom,GBR,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,186.216,188.065,187.257,189.602,184.23,183.976,184.232,176.867,179.025,182.493,180.299,176.12,179.244,179.126,176.055,171.313,171.773,166.953,168.431,168.587,161.804,157.817,153.724,150.003,145.244,143.636,141.314,137.527,134.807,130.568,129.316,126.818,122.781,122.658,118.152,118.784,117.035,114.383,113.596,112.351,108.373,107.271,105.954,103.766,99.593,97.443,99.469,97.427,96.694,94.236,91.091,87.245,83.932,85.183,,,
Georgia,GEO,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,305.978,299.578,293.178,287.607,282.036,276.465,270.894,265.323,261.752,258.18,254.609,251.038,247.466,242.944,238.421,233.899,229.377,224.854,225.28,225.706,226.132,226.558,226.984,224.664,222.343,220.023,217.702,215.382,216.334,217.285,218.237,219.189,220.141,218.131,216.122,214.112,212.103,210.094,205.8,201.506,197.213,192.919,188.625,187.163,185.7,184.237,182.775,181.312,179.904,178.497,177.089,175.681,174.273,172.564,170.854,169.145,
Ghana,GHA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,407.569,403.381,399.193,396.084,392.975,389.866,386.757,383.648,382.112,380.576,379.041,377.505,375.969,372.822,369.675,366.529,363.382,360.235,357.128,354.021,350.914,347.807,344.7,339.725,334.75,329.775,324.8,319.825,315.023,310.22,305.418,300.616,295.813,300.117,304.421,308.725,313.029,317.334,317.91,318.487,319.064,319.641,320.218,312.927,305.637,298.347,291.057,283.767,281.861,279.956,278.051,276.145,274.24,272.236,270.232,268.227,
Gibraltar,GIB,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,535.668,532.084,528.5,525.665,522.831,519.996,517.161,514.327,510.697,507.067,503.438,499.808,496.178,489.569,482.961,476.352,469.743,463.134,454.172,445.21,436.248,427.286,418.324,401.622,384.919,368.216,351.514,334.811,325.1,315.39,305.679,295.968,286.257,291,295.743,300.485,305.228,309.97,317.713,325.456,333.199,340.942,348.685,344.024,339.362,334.701,330.04,325.378,319.152,312.925,306.698,300.471,294.245,289.442,284.639,279.836,
"Gambia, The",GMB,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,578.819,575.67,572.521,568.008,563.496,558.984,554.472,549.959,537.932,525.905,513.878,501.851,489.824,478.838,467.853,456.868,445.883,434.897,425.199,415.5,405.801,396.103,386.404,379.227,372.051,364.874,357.698,350.521,349.66,348.8,347.939,347.078,346.217,344.115,342.012,339.91,337.807,335.705,332.588,329.472,326.356,323.239,320.123,317.941,315.758,313.576,311.394,309.212,306.769,304.327,301.885,299.442,297,293.956,290.912,287.868,
Guinea-Bissau,GNB,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,503.834,499.665,495.495,490.047,484.598,479.15,473.702,468.253,463.2,458.146,453.093,448.039,442.986,437.751,432.516,427.282,422.047,416.813,412.357,407.902,403.446,398.99,394.535,390.755,386.976,383.196,379.416,375.637,371.352,367.068,362.783,358.498,354.214,350.164,346.114,342.064,338.014,333.964,329.599,325.234,320.869,316.504,312.139,313.786,315.433,317.079,318.726,320.373,318.335,316.298,314.26,312.222,310.185,308.341,306.497,304.653,
Equatorial Guinea,GNQ,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,520.91,517.369,513.828,510.348,506.868,503.389,499.909,496.429,492.88,489.332,485.783,482.234,478.685,475.255,471.825,468.395,464.965,461.535,453.835,446.135,438.435,430.735,423.035,419.528,416.021,412.515,409.008,405.501,401.948,398.395,394.842,391.289,387.736,384.521,381.305,378.089,374.874,371.658,371.1,370.542,369.984,369.426,368.868,366.221,363.574,360.927,358.28,355.633,350.275,344.916,339.558,334.2,328.841,327.383,325.925,324.467,
Greece,GRC,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,204.23,196.938,189.647,188.705,187.764,186.823,185.881,184.94,182.531,180.122,177.712,175.303,172.894,171.737,170.58,169.423,168.266,167.109,164.53,161.952,159.374,156.796,154.218,151.683,149.149,146.614,144.079,141.544,136.947,132.35,127.753,123.156,118.559,118.863,119.167,119.472,119.776,120.081,118.706,117.331,115.955,114.58,113.205,111.317,109.429,107.541,105.654,103.766,104.109,104.452,104.796,105.139,105.482,103.12,100.758,98.396,
Grenada,GRD,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,279.314,277.893,276.471,275.135,273.799,272.463,271.127,269.79,268.535,267.279,266.024,264.768,263.512,262.325,261.137,259.949,258.762,257.574,256.448,255.322,254.196,253.071,251.945,250.88,249.815,248.75,247.685,246.62,245.603,244.586,243.568,242.551,241.534,240.567,239.6,238.633,237.666,236.698,233.836,230.974,228.112,225.25,222.388,219.483,216.578,213.673,210.769,207.864,204.139,200.415,196.69,192.966,189.241,187.595,185.948,184.301,
Greenland,GRL,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.9038586,280.944456,273.8119942,261.0316967,,,,,,,,,,,,,,,
Guatemala,GTM,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,404.376,398.373,392.369,387.145,381.922,376.698,371.474,366.25,360.992,355.735,350.477,345.22,339.962,340.124,340.285,340.446,340.607,340.768,340.878,340.988,341.097,341.207,341.316,338.302,335.288,332.273,329.259,326.245,323.31,320.376,317.442,314.507,311.573,307.7,303.827,299.954,296.081,292.208,286.093,279.978,273.863,267.748,261.633,259.684,257.736,255.787,253.838,251.89,249.763,247.636,245.509,243.382,241.255,238.851,236.447,234.043,
Guam,GUM,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,281.007,275.304,269.601,264.47,259.34,254.209,249.079,243.948,239.436,234.924,230.413,225.901,221.389,217.291,213.192,209.094,204.995,200.897,197.278,193.659,190.039,186.42,182.801,179.419,176.036,172.654,169.272,165.89,162.866,159.843,156.82,153.796,150.773,147.015,143.257,139.499,135.74,131.982,127.933,123.884,119.834,115.785,111.736,109.287,106.839,104.39,101.942,99.493,96.62,93.746,90.873,87.999,85.125,82.562,79.998,77.434,
Guyana,GUY,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,316.53,314.425,312.321,310.33,308.34,306.35,304.36,302.37,301.779,301.188,300.597,300.007,299.416,299.41,299.404,299.398,299.392,299.386,299.38,299.375,299.369,299.363,299.357,300.809,302.261,303.713,305.165,306.616,306.084,305.552,305.02,304.488,303.956,301.191,298.425,295.66,292.895,290.13,287.479,284.828,282.177,279.526,276.875,274.336,271.797,269.257,266.718,264.178,261.748,259.317,256.887,254.456,252.025,250.949,249.872,248.795,
High income,HIC,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,217.7720379,214.3477089,216.0376327,215.6978538,211.8496364,211.7908488,210.8083545,209.3797341,210.6801618,211.9521378,208.4064786,206.389359,204.6452235,202.7456432,198.5486416,196.1512409,194.0276177,190.9607714,189.1837438,186.762236,185.370235,181.4135443,176.9583438,175.9374682,173.3265652,171.5482466,168.8724242,165.7541732,163.8310708,162.4228769,160.4770997,159.3612879,156.7282747,154.9908894,152.4670774,150.6253396,144.7999743,139.6316713,136.9308203,135.3220741,132.1301971,130.0967178,128.1985253,126.589897,122.7798148,121.8427709,119.8769065,117.340731,115.1651839,112.7984105,109.9378765,108.175462,107.0723098,107.9490815,108.2943003,,
"Hong Kong SAR, China",HKG,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,243.478,237.473,231.469,226.547,221.626,216.704,211.783,206.861,202.402,197.943,193.485,189.026,184.567,180.541,176.515,172.489,168.463,164.437,160.813,157.188,153.564,149.94,146.316,143.062,139.808,136.554,133.3,130.046,127.131,124.216,121.301,118.386,115.471,112.866,110.26,107.654,105.048,102.442,99.764,97.085,94.407,91.729,89.05,86.557,84.065,81.572,79.08,76.587,74.438,72.29,70.141,67.993,65.844,64.772,63.701,62.629,
Honduras,HND,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,409.551,402.187,394.822,388.992,383.162,377.332,371.502,365.672,360.05,354.429,348.808,343.187,337.566,332.303,327.041,321.779,316.516,311.254,304.857,298.461,292.064,285.668,279.272,272.742,266.213,259.683,253.154,246.624,242.806,238.988,235.17,231.352,227.533,223.298,219.063,214.827,210.592,206.357,204.072,201.788,199.504,197.22,194.935,193.111,191.286,189.461,187.637,185.812,184.052,182.292,180.532,178.772,177.012,175.573,174.134,172.695,
Heavily indebted poor countries (HIPC),HPC,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,486.7919578,481.8716134,476.9582955,472.4512663,467.980037,463.5471131,459.0931462,454.6794398,450.0260024,445.3951734,440.7806534,436.1227515,431.4791519,427.2246476,422.9860026,418.7598414,414.5178351,410.2842714,407.378667,404.4434706,401.4785701,398.4467104,395.4212208,393.5511653,391.7729798,390.1023506,388.4941937,387.0210332,388.9998949,391.004271,392.9225014,394.4366436,395.6298951,395.9633464,396.4972298,397.2730913,398.2388606,399.3572132,397.1561706,394.9670474,392.7438964,390.4257889,388.0557754,378.2467134,368.453159,358.6831544,348.954737,339.2212501,331.846295,324.4741913,317.105684,309.7155291,302.3306076,297.0657719,291.8031973,286.5409959,
Croatia,HRV,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,266.454,265.985,265.517,265.051,264.586,264.121,263.655,263.19,261.651,260.112,258.573,257.034,255.495,254.699,253.902,253.106,252.31,251.514,249.437,247.36,245.283,243.206,241.129,237.164,233.2,229.236,225.272,221.308,219.392,217.476,215.56,213.644,211.729,205.239,198.75,192.26,185.771,179.282,177.724,176.167,174.609,173.052,171.494,167.275,163.056,158.838,154.619,150.4,147.993,145.586,143.18,140.773,138.366,136.095,133.824,131.553,
Haiti,HTI,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,438.434,434.965,431.497,428.189,424.881,421.574,418.266,414.958,412.191,409.425,406.658,403.892,401.125,396.624,392.123,387.622,383.121,378.619,376.074,373.529,370.985,368.44,365.895,364.081,362.268,360.454,358.641,356.828,355.159,353.49,351.821,350.152,348.483,347.03,345.578,344.126,342.673,341.221,340.027,338.834,337.64,336.446,335.253,329.852,324.451,319.049,313.648,308.247,303.291,298.334,293.377,288.42,283.463,279.999,276.534,273.07,
Hungary,HUN,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,188.831,180.848,189.921,186.212,181.448,182.62,176.354,184.686,190.736,193.388,199.407,207.129,202.022,202.126,208.95,213.872,215.938,222.516,239.479,246.633,263.237,271.791,270.444,288.806,291.378,291.421,289.998,283.425,278.631,298.839,305.114,306.556,325.131,328.702,326.534,317.966,296.428,287.562,292.859,290.148,271.521,260.692,259.13,257.163,252.908,256.464,250.03,245.779,233.23,228.637,218.889,206.181,195.909,182.387,180.009,,
